Job Title,Location,Incentives,Due Date,URL,Scraped Date,Last Seen
"Senior Mental Health Professional - (Clinical Nurse Consultant (Gde 2), Clinical Psychologist, Occupational Therapist/Social Worker (Lvl 4), Senior Clinical Psychologist) - Bowral Adult Community Mental Health - Perm FT","Bowral, Bowral Mental Health Service | Southern Highlands",,08/03/2026,https://jobs.health.nsw.gov.au/jobs/senior-mental-health-professional-clinical-nurse-consultant-gde-2-clinical-psychologist-occupational-therapist-social-worker-lvl-4-senior-clinical-psychologist-bowral-adult-community-mental-health-perm-ft-326606,2026-03-05,2026-03-05
Clinical Nurse Consultant (Grade 1) - Drug & Alcohol Service St George,"Kogarah, St George Community Health Service | Sydney",,,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-grade-1-drug-alcohol-service-st-george-327246,2026-03-05,2026-03-12
"Clinical Nurse Specialist (Grade 2), Custodial Mental Health, Silverwater Correctional Complex, Justice Health - Various (PPT up to 4 days per week; jobshare can be considered)","Silverwater, Silverwater Justice Health | Western Sydney",, 17 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-grade-2-custodial-mental-health-silverwater-correctional-complex-justice-health-various-ppt-up-to-4-days-per-week%3B-jobshare-can-be-considered-327483,2026-03-05,2026-03-12
"Clinical Nurse Specialist (Grade 2), Custodial Mental Health, Mid-North  Correctional Centre, Justice Health - TPT (16hpw) up to 30/08/2026",Mid North Coast,, 16 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-grade-2-custodial-mental-health-mid-north-correctional-centre-justice-health-tpt-16hpw-up-to-30-08-2026-327480,2026-03-05,2026-03-12
"Enrolled Nurse (EN2-5), Primary Care, Casual - South Coast Correctional Centre","South Nowra, South Nowra Justice Health | South Coast",,"monday, 16 march 2026",https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-en2-5-primary-care-casual-south-coast-correctional-centre-327477,2026-03-05,2026-03-12
CCLHD - Assistant in Nursing,Central Coast and 1 additional location,,12th march 2026,https://jobs.health.nsw.gov.au/jobs/cclhd-assistant-in-nursing-327465,2026-03-05,2026-03-12
Clinical Support Officer Community Nursing Southern Illawarra,"Warrawong, Ambulatory & Primary Health Care Office | Illawarra",, 8 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-support-officer-community-nursing-southern-illawarra-326494,2026-03-05,2026-03-05
Clinical Nurse Consultant - Orthopaedics,"Metford, The Maitland Hospital | Hunter",,"sunday, 15th march 2026",https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-orthopaedics-327589,2026-03-05,2026-03-12
"Clinical Nurse Consultant, Infection Prevention and Control - Lismore","Lismore, Lismore Base Hospital | Far North Coast",, 15 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-infection-prevention-and-control-lismore-327460,2026-03-05,2026-03-12
Assistant in Nursing - Acute Aged Care Permanent/Temporary Part Time - The Sutherland Hospital,"Caringbah, Sutherland Hospital | Sydney",, 15 march 2026,https://jobs.health.nsw.gov.au/jobs/assistant-in-nursing-acute-aged-care-permanent-temporary-part-time-the-sutherland-hospital-327580,2026-03-05,2026-03-12
Assistant in Nursing,"Lake Cargelligo, Lake Cargelligo Multi Purpose Service | Central West",, 12 march 2026,https://jobs.health.nsw.gov.au/jobs/assistant-in-nursing-325958,2026-03-05,2026-03-12
After Hours Clinical Nurse Educator - Bankstown-Lidcombe Hospital - Perm FT,"Bankstown, Bankstown Hospital | Western Sydney",,08/03/2026,https://jobs.health.nsw.gov.au/jobs/after-hours-clinical-nurse-educator-bankstown-lidcombe-hospital-perm-ft-326927,2026-03-05,2026-03-05
Nurse Manager - 10 - 20k Incentives Offered,"Cobar, Cobar Health Service | Orana",, 15 march 2026,https://jobs.health.nsw.gov.au/jobs/nurse-manager-10-20k-incentives-offered-327454,2026-03-05,2026-03-12
Clinical Nurse Specialist (Grade 2) - SUPPS,"Camperdown, Royal Prince Alfred Hospital | Sydney",, 12 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-grade-2-supps-327456,2026-03-05,2026-03-12
Enrolled Nurse - Port Macquarie Base Hospital,"Port Macquarie, Port Macquarie Base Hospital | Mid North Coast",,,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-port-macquarie-base-hospital-300301,2026-03-05,2026-03-12
Clinical Nurse Specialist Grade 2 - Inpatient Withdrawal Unit - Drug & Alcohol Service Port Macquarie,"Port Macquarie, Port Macquarie Base Hospital | Mid North Coast",, 25 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-grade-2-inpatient-withdrawal-unit-drug-alcohol-service-port-macquarie-327683,2026-03-05,2026-03-12
Clinical Nurse Consultant (Gde 3) - Emergency Department - Liverpool Hospital - Temp PT/FT,"Liverpool, Liverpool Hospital | Western Sydney",,,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-gde-3-emergency-department-liverpool-hospital-temp-pt-ft-327770,2026-03-05,2026-03-05
Clinical Nurse Specialist - Integrated Alcohol & Other Drugs Service,"Deniliquin, Deniliquin Community Mental Health Service | Murray and 3 additional locations",, 25 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-integrated-alcohol-other-drugs-service-327648,2026-03-05,2026-03-12
Enrolled Nurse - Medical Ward - Goulburn Base Hospital,"Goulburn, Goulburn Base Hospital | Southern Highlands",, 14 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-medical-ward-goulburn-base-hospital-327649,2026-03-05,2026-03-12
Clinical Nurse Consultant Grade 2 - Drug & Alcohol Service - Coffs Harbour,"Coffs Harbour, Coffs Harbour Community Health | Mid North Coast",, 23 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-grade-2-drug-alcohol-service-coffs-harbour-327760,2026-03-05,2026-03-12
Child and Family Health Nurse,"Young, Young Health Service | Riverina",, 19 march 2026,https://jobs.health.nsw.gov.au/jobs/child-and-family-health-nurse-327765,2026-03-05,2026-03-12
Assistant in Nursing – Acute Care (Casual),"Parkes, Parkes Health Service | Central West",, 24 march 2026,https://jobs.health.nsw.gov.au/jobs/assistant-in-nursing-%E2%80%93-acute-care-casual-327758,2026-03-05,2026-03-12
Assistant in Nursing (Non clinical) - Emergency Department - Permanent Part Time - Sydney Children's Hospital,"Randwick, Sydney Children's Hospital Randwick | Sydney",,on 15 march 2026,https://jobs.health.nsw.gov.au/jobs/assistant-in-nursing-non-clinical-emergency-department-permanent-part-time-sydney-childrens-hospital-327751,2026-03-05,2026-03-12
Leisure and Lifestyle Coordinator (Assistant in Nursing) - Kyogle,"Kyogle, Kyogle Memorial Hospital | Far North Coast",, 16 march 2026,https://jobs.health.nsw.gov.au/jobs/leisure-and-lifestyle-coordinator-assistant-in-nursing-kyogle-327631,2026-03-05,2026-03-12
Clinical Nurse Specialist (Grade 2) - Emergency - Temp PT / FT,"Liverpool, Liverpool Hospital | Western Sydney",,,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-grade-2-emergency-temp-pt-ft-327621,2026-03-05,2026-03-05
CCLHD - Enrolled Nurse - Mental Health Team Gosford Hospital,Central Coast and 1 additional location,,8th march 2026,https://jobs.health.nsw.gov.au/jobs/cclhd-enrolled-nurse-mental-health-team-gosford-hospital-326630,2026-03-05,2026-03-05
Assistance in Nursing Permanent Part Time – Orthopaedic Ward,"Westmead, The Childrens Hospital at Westmead | Western Sydney",,on 14 march 2026,https://jobs.health.nsw.gov.au/jobs/assistance-in-nursing-permanent-part-time-%E2%80%93-orthopaedic-ward-327717,2026-03-05,2026-03-12
"Clinical Nurse Consultant, Patient Blood Management - St Vincent's Public Hospital, Sydney","Darlinghurst, St Vincent's Hospital Sydney | Sydney",,is 1 april 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-patient-blood-management-st-vincents-public-hospital-sydney-327711,2026-03-05,2026-03-12
Assistant in Nursing (Casual),"Dubbo, Dubbo Health Service | Orana",, 17 mar 2026,https://jobs.health.nsw.gov.au/jobs/assistant-in-nursing-casual-324193,2026-03-05,2026-03-12
Assistant in Nursing,"Culcairn, Culcairn Multi Purpose Service | Riverina",, 25 march 2026,https://jobs.health.nsw.gov.au/jobs/assistant-in-nursing-327572,2026-03-05,2026-03-12
Clinical Nurse Educator - Ambulatory Care Centre,"Dubbo, Dubbo Health Service | Orana",, 17 mar 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-educator-ambulatory-care-centre-327798,2026-03-05,2026-03-12
Child and Family Health Nurse,"Leeton, Leeton Health Service | Riverina",, 19 march 2026,https://jobs.health.nsw.gov.au/jobs/child-and-family-health-nurse-327784,2026-03-05,2026-03-12
"Clinical Nurse Specialist, Cardiac and Respiratory Program - Byron","Ewingsdale, Byron Central Hospital | Far North Coast",, 17 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-cardiac-and-respiratory-program-byron-327665,2026-03-05,2026-03-12
Enrolled Nurse - General Wards,"Parkes, Parkes Health Service | Central West",, 18 march 2025,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-general-wards-327893,2026-03-05,2026-03-12
Clinical Nurse Consultant  (Grade 2) - Pelvic Exenteration,"Camperdown, Royal Prince Alfred Hospital | Sydney",, 9 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-grade-2-pelvic-exenteration-326679,2026-03-05,2026-03-09
"Enrolled Nurse, Paediatric Unit - Shoalhaven Memorial Hospital","Nowra, Shoalhaven Memorial Hospital | Illawarra",, 19 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-paediatric-unit-shoalhaven-memorial-hospital-327884,2026-03-05,2026-03-12
Clinical Nurse Specialist - Grade 2 - Respiratory,"Wagga Wagga, Wagga Wagga Base Hospital | Riverina",, 27 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-grade-2-respiratory-327885,2026-03-05,2026-03-12
Enrolled Nurse - Adult Acute Mental Health,"Kingswood, Nepean Hospital | Western Sydney",,16/03/2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-adult-acute-mental-health-327507,2026-03-05,2026-03-12
After Hours Clinical Support Officer Nursing and Midwifery Operations,"St Leonards, Royal North Shore Hospital | Sydney",, 5 march 2026,https://jobs.health.nsw.gov.au/jobs/after-hours-clinical-support-officer-nursing-and-midwifery-operations-326099,2026-03-05,2026-03-05
Clinical Nurse Educator Medical,"Broken Hill, Broken Hill Hospital | Far West","annual recruitment incentive package up to the value of; benefits of country living including no traffic, affordable housing and a comfortable country lifestyle that supports balance and wellbeing. broken hill truly is a town like no other with a supportive community that will welcome you with open arms. we can't wait to see you! take a quick look at ""living and working"" in the far west. what you'll be doingassess, plan, develop, implement and evaluate clinical education programs to support ongoing professional clinical development of nursing and midwifery staff to maintain quality care outcomes for patients and clients. nurse educators are highly valued and vital positions within the far west lhd as they ensure our patients receive exceptional levels of care by advancing the skills of our staff. our ideal candidate will have vast clinical experience and tertiary qualifications in education and training. what is on offer5 weeks paid annual leave per yearsalary packaging (pay less tax) and enjoy up to",2nd april 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-educator-medical-327856,2026-03-05,2026-03-12
"Clinical Nurse Consultant - Stroke, Falls and Rehabilitation","Broken Hill, Broken Hill Health Service | Far West",,2nd april 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-stroke-falls-and-rehabilitation-327853,2026-03-05,2026-03-12
Clinical Nurse Specialist Grade 2 - Community  Health - Coffs Harbour Health Campus,"Coffs Harbour, Coffs Harbour Health Campus | Mid North Coast",, 19 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-grade-2-community-health-coffs-harbour-health-campus-327854,2026-03-05,2026-03-09
Enrolled Nurse - Primary & Community Health,"Warren, Warren Multi Purpose Service | Orana",, 18 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-primary-community-health-327848,2026-03-05,2026-03-09
Clinical Nurse Specialist (Grade 2) - ASET - Temp FT,"Liverpool, Liverpool Hospital | Western Sydney",,20/12/2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-grade-2-aset-temp-ft-327836,2026-03-05,2026-03-05
Clinical Nurse/Midwife Educator - Florence Risbey Medical Ward,"Windsor, Hawkesbury District Hospital | Western Sydney",,09/03/2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-midwife-educator-florence-risbey-medical-ward-326735,2026-03-05,2026-03-09
Clinicial Nurse Specialist (Gde 2) - Out of Home Care Health Pathway Program - Temp FT,"Liverpool, Liverpool Hospital | Western Sydney",,22/03/2026,https://jobs.health.nsw.gov.au/jobs/clinicial-nurse-specialist-gde-2-out-of-home-care-health-pathway-program-temp-ft-327825,2026-03-05,2026-03-05
Enrolled Nurse - Casual - Bellinger River District Hospital,"Bellingen, Bellingen River District Hospital | Mid North Coast",,2nd march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-casual-bellinger-river-district-hospital-327822,2026-03-05,2026-03-12
Clinical Nurse Educator - Community Mental Health - Queanbeyan,"Queanbeyan, Mental Health Drug & Alcohol Services Queanbeyan | South Coast",, 5 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-educator-community-mental-health-queanbeyan-326734,2026-03-05,2026-03-05
Child and Family Health Nurse,"Wagga Wagga, Wagga Wagga Base Hospital | Riverina",, 3 april 2026,https://jobs.health.nsw.gov.au/jobs/child-and-family-health-nurse-327819,2026-03-05,2026-03-12
Clinical Nurse Consultant Grade 2 - Perinatal Mental Health Consultation Liaison,"Westmead, Westmead Hospital | Western Sydney",,26th march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-grade-2-perinatal-mental-health-consultation-liaison-327812,2026-03-05,2026-03-12
"Aboriginal Mental Health Unit Team Leader (Occupational Therapist/Social Worker Level 5, Clinical Psychologist or Nurse Manager Grade 3)","Camperdown, Royal Prince Alfred Hospital | Sydney",, 19 march 2026,https://jobs.health.nsw.gov.au/jobs/aboriginal-mental-health-unit-team-leader-occupational-therapist-social-worker-level-5-clinical-psychologist-or-nurse-manager-grade-3-327817,2026-03-05,2026-03-12
"Clinical Nurse Consultant, CAMHS Consultation Liaison - Tweed Valley Hospital","Tweed Heads, Tweed Mental Health Services | Far North Coast",, 19 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-camhs-consultation-liaison-tweed-valley-hospital-327818,2026-03-05,2026-03-12
Aboriginal and Torres Strait Islander Clinical Nurse Specialist - Palliative Care,"St Leonards, Royal North Shore Hospital | Sydney",, 16 march 2026,https://jobs.health.nsw.gov.au/jobs/aboriginal-and-torres-strait-islander-clinical-nurse-specialist-palliative-care-327484,2026-03-05,2026-03-12
Director Nursing and Midwifery - Royal North Shore Hospital,"St Leonards, Royal North Shore Hospital | Sydney",, 19 march 2026,https://jobs.health.nsw.gov.au/jobs/director-nursing-and-midwifery-royal-north-shore-hospital-327912,2026-03-05,2026-03-12
McGrath Breast Care Nurse,"Wagga Wagga, Wagga Wagga Base Hospital | Riverina",, 27 march 2026,https://jobs.health.nsw.gov.au/jobs/mcgrath-breast-care-nurse-327911,2026-03-05,2026-03-12
"Assistant in Nursing, Casual - Milton Ulladulla Hospital","Milton, Milton Ulladulla Hospital | South Coast",, 5 april 2026,https://jobs.health.nsw.gov.au/jobs/assistant-in-nursing-casual-milton-ulladulla-hospital-327917,2026-03-05,2026-03-12
Clinical Nurse Consultant (Grade 2) - Hepatology - Coffs Grafton Liver Clinic,"Coffs Harbour, Coffs Harbour Community Health | Mid North Coast and 2 additional locations",, 5 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-grade-2-hepatology-coffs-grafton-liver-clinic-326261,2026-03-05,2026-03-05
"Mental Health Assistant in Nursing, Royal North Shore, Macquarie and Hornsby Ku-ring-gai Hospitals","North Ryde, Macquarie Hospital | Sydney",, 26 may 2026,https://jobs.health.nsw.gov.au/jobs/mental-health-assistant-in-nursing-royal-north-shore-macquarie-and-hornsby-ku-ring-gai-hospitals-327373,2026-03-05,2026-03-12
"Mental Health Enrolled Nurse, Royal North Shore, Macquarie and Hornsby Ku-ring-gai Hospitals","North Ryde, Macquarie Hospital | Sydney",, 26 may 2026,https://jobs.health.nsw.gov.au/jobs/mental-health-enrolled-nurse-royal-north-shore-macquarie-and-hornsby-ku-ring-gai-hospitals-327371,2026-03-05,2026-03-12
"Assistant in Nursing (1-4), Primary Care, PPT (8 hours p/w) - Cessnock Correctional Centre","Cessnock, Cessnock Justice Health | Hunter",,monday 16 march 2025,https://jobs.health.nsw.gov.au/jobs/assistant-in-nursing-1-4-primary-care-ppt-8-hours-p-w-cessnock-correctional-centre-327609,2026-03-05,2026-03-12
Aged Care Assessor - Single Assessment Service LMNC,"Taree, Taree Community Health Service | Mid North Coast",,5th march 2026,https://jobs.health.nsw.gov.au/jobs/aged-care-assessor-single-assessment-service-lmnc-326565,2026-03-05,2026-03-05
Aboriginal Specialist Mental Health Clinician (Identified),"Penrith, Station St Office | Western Sydney",, 10 march 2026,https://jobs.health.nsw.gov.au/jobs/aboriginal-specialist-mental-health-clinician-identified-326840,2026-03-05,2026-03-09
Mental Health Rehabilitation Clinician- Incentives Offered,"Moree, Moree Community Health Service | New England / North West",,"thursday, 5th march 2026",https://jobs.health.nsw.gov.au/jobs/mental-health-rehabilitation-clinician-incentives-offered-326514,2026-03-05,2026-03-05
